Index	ZINCID	InChIKey	SMILES
4133	ZINC03794726	IZLRMTJLQCLMKF-ZDUSSCGKSA-N	COc1cc(ccc1OC)C(=O)N1CCCc2c1ccc(c2)C1=NNC(=O)S[C@H]1C
4134	ZINC03794739	HLCHRSFXEXAMLU-YDQNRGGDSA-N	CCCCCC(=CC=CC(=O)NC(C)CCCC1=CN=CC=C1)C2=CC=C(C=C2)OC
4135	ZINC03794794	KKZJGLLVHKMTCM-UHFFFAOYSA-P	OCC[NH2+]CCNc1ccc(c2c1C(=O)c1c(C2=O)c(O)ccc1O)NCC[NH2+]CCO
4136	ZINC03795331	VWBOQFANCXZMAU-LOSJGSFVSA-O	COc1ccccc1CC(=[NH2+])N1C[C@H]2[C@@H](C1)C(CCC2=O)(c1ccccc1)c1ccccc1
4137	ZINC03795332	AAKDPDFZMNYDLR-XZBKPIIZSA-O	OC[C@H]1[NH+](C)C[C@@H]([C@H]([C@@H]1O)O)O
4138	ZINC03795819	CPZBLNMUGSZIPR-NVXWUHKLSA-O	O=C1N(C[C@@H]2c3c1cccc3CCC2)[C@@H]1C[NH+]2CCC1CC2
4139	ZINC03796018	WXIDMVGKJBAEFP-OALUTQOASA-N	CCCOC1=C(C=C(C=C1S(=O)(=O)CCO)C2CCC(O2)C3=CC(=C(C(=C3)OC)OC)OC)OC
4140	ZINC03796232	VAPSMQAHNAZRKC-PQWRYPMOSA-M	CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CC=C4C3(CCC(=C4)C(=O)[O-])C
4141	ZINC03796262	KSNUCNRMDYJBKT-UHFFFAOYSA-N	CC(=O)NCCCOC1=CC=C(C=C1)C(=O)N2CCC(CC2)N3C(=O)CCC4=CC=CC=C43
4142	ZINC03797417	KDFQABSFVYLGPM-QFIPXVFZSA-N	CC1=CC(=CC=C1)NC(=O)NC2C(=O)N(C3=CC=CC=C3C(=N2)C4=CC=CC=C4)C
4143	ZINC03797541	GZOSMCIZMLWJML-VJLLXTKPSA-N	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CC=C2c5cccnc5
4144	ZINC03797930	DSXXEELGXBCYNQ-UHFFFAOYSA-O	CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=CN(C5=CC=CC=C54)CCCSC(=[NH2+])N
4145	ZINC03798289	WRTXEGOLODUQIE-UHFFFAOYSA-O	COc1ccc(cc1)CCC[NH+]1CCC(CC1)COC(c1ccccc1)c1ccccc1
4146	ZINC03798324	HENBLLXAHPTGHX-LLVKDONJSA-O	C[NH+]([C@@H]1CCc2c(C1)c1cc[nH]c1cc2)C
4147	ZINC03798525	APWZQGVRPRWXQK-NOLJZWGESA-M	C[C@@H](C(=O)N1N=C(S[C@H]1C(=O)[O-])C(C)(C)C)[NH2+][C@H](C(=O)[O-])CCc1ccccc1
4148	ZINC03798537	FAEKWTJYAYMJKF-QHCPKHFHSA-M	CCOc1cc(ccc1C(=O)[O-])CC(=O)N[C@H](c1ccccc1N1CCCCC1)CC(C)C
4149	ZINC03798763	TUZYXOIXSAXUGO-PZAWKZKUSA-M	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)[O-])O)O)O
4150	ZINC03798772	LDXDSHIEDAPSSA-OAHLLOKOSA-M	[O-]C(=O)CCn1c2CC[C@H](Cc2c2c1cccc2)NS(=O)(=O)c1ccc(cc1)F
4151	ZINC03798924	WKJDXKWFGJWGAS-XMMPIXPASA-N	C1CN2C(=O)C(N=C(C3=C2C1=CC=C3)C4=CC=CC=C4F)NC(=O)C5=CC6=CC=CC=C6N5
4152	ZINC03799010	SSQJFGMEZBFMNV-PMACEKPBSA-N	CCCCCCC(C)(C)C1=CC2=C(C3CC(=CCC3C(O2)(C)C)CO)C(=C1)O
4153	ZINC03799072	GIIZNNXWQWCKIB-VWLOTQADSA-O	C1=CC=C(C=C1)CCCCOCCCCCC[NH2+]CC(C2=CC(=C(C=C2)O)CO)O
4154	ZINC03799374	LDYMIBZOCSHLBG-BMGDILEWSA-O	Clc1cc2[C@@H]3CCCC[C@H]3Oc2c(c1)C(=O)N[C@@H]1C[NH+]2CCC1CC2
4155	ZINC03799478	GZHHMAFXYHPHBO-UHFFFAOYSA-N	C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NC4=CC(=CC(=C4)N)CO
4156	ZINC03800021	NEBCAMAQXZIVRE-UHFFFAOYSA-N	COCC1=CC(=C(C(=C1C2=C(C(=C(C=C2COC)O)O)O)O)O)O
4157	ZINC03800030	SLUGAKUMOFIJEH-LSCFUAHRSA-N	C1CCC(=CC1)CCNC2=NC3=C(C(=N2)N)N=CN3C4C(C(C(O4)CO)O)O
4158	ZINC03800039	AURFZBICLPNKBZ-YZRLXODZSA-N	CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C
4159	ZINC03800222	BSAKMPGFEXGHDL-UHFFFAOYSA-N	COc1ccc2c(c1)c(CC(=O)N(O)C)c(n2C(=O)c1ccc(cc1)Cl)C
4160	ZINC03800706	WSEQXVZVJXJVFP-FQEVSTJZSA-O	C[NH+](C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
4161	ZINC03801006	RBWUKXWSNXXLOG-UHFFFAOYSA-N	C1=CC=C(C=C1)COC2=CC=C(C=C2)C3=NN(C(=O)O3)CCC#N
4162	ZINC03801027	QNQZBKQEIFTHFZ-GOSISDBHSA-M	CCCCCN(C(=O)[C@H](NC(=O)c1ccc(c(c1)Cl)Cl)CCC(=O)[O-])CCCOC
4163	ZINC03801063	LIETVYHJBSLSSW-LLVKDONJSA-N	Oc1cc2cc3[C@H](O)CCC(=O)c3c(c2c(c1)C)O
4164	ZINC03801072	QQKKPWJFHBFCTH-OAHLLOKOSA-O	CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5CC(CCN5C6=CC=CC=C64)C[NH3+]
4165	ZINC03801116	RZOABFIAHQHUTG-UHFFFAOYSA-O	CC[NH+](CCCOC(=O)c1ccccc1c1ccccc1)CC
4166	ZINC03802417	UPNUIXSCZBYVBB-JVFUWBCBSA-N	CC1C[NH+](CCC1(C)C2=CC(=CC=C2)O)CC(CC3=CC=CC=C3)C(=O)NCC(=O)[O-]
4167	ZINC03802462	AEAPORIZZWBIEX-DTBDINHYSA-N	CC12CCC(CC1CCC3C2CCC4(C3(CCC4(C5=COC=C5)O)O)C)O
4168	ZINC03802871	WIYUZYBFCWCCQJ-IFKAHUTRSA-O	C1CC1C[NH+]2CCC34C5C6=C(CC3(C2CC7=C4C(=C(C=C7)O)O5)O)C8=CC=CC=C8N6
4169	ZINC03802924	LMUQHXHWJWQXSD-UXHICEINSA-N	C1=CC=C(C=C1)C2C(N(NC2=O)C(=O)NC3=CC=C(C=C3)Br)C4=CC=CC=C4
4170	ZINC03803136	RLLZPXDJYADIEU-UHFFFAOYSA-N	CC1=CC=CC2=C1CCNC2=O
4171	ZINC03803304	HAGHKJDWBDSFKC-UHFFFAOYSA-O	C[NH+](CCCCCCCCSc1nc(ccc1C(=O)c1cccs1)C(C)C)C
4172	ZINC03803377	BZMKNPGKXJAIDV-VAWYXSNFSA-M	CCC(CC)(CC(=O)NC1=CC=CC(=C1)C=CC2=NC(=CS2)C3CCC3)C(=O)[O-]
4173	ZINC03803443	ORZXYSPOAVJYRU-HOTGVXAUSA-N	C1CC(N(C1)C(=O)C2CCCN2C(=O)OCC3=CC=CC=C3)C=O
4174	ZINC03804505	UYZFAUAYFLEHRC-LURJTMIESA-O	CC(=[NH+]CCCC(C(=O)[O-])[NH3+])N
4175	ZINC03804508	ONYFNWIHJBLQKE-ZETCQYMHSA-O	CC(=[NH+]CCCCC(C(=O)[O-])[NH3+])N
4176	ZINC03804565	WRNXUQJJCIZICJ-XMMPIXPASA-O	CC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)N3CCCC(C4=CC=CC=C43)[NH+](C)C
4177	ZINC03804898	MHDDZDPNIDVLNK-ZGIWMXSJSA-N	C#C[C@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC[C@@H]2[C@]1(C)Cc1cn(nc1C2)S(=O)(=O)C
4178	ZINC03804932	LDYMIBZOCSHLBG-QGTPRVQTSA-O	Clc1cc2[C@@H]3CCCC[C@@H]3Oc2c(c1)C(=O)N[C@@H]1C[NH+]2CCC1CC2
4179	ZINC03805040	SKYSFPFYQBZGDC-QWWZWVQMSA-O	C[C@@H]1CN(C(=O)[C@@H]1[NH3+])O
4180	ZINC03805142	XKFMBGWHHBCWCD-QMMMGPOBSA-O	C1C[C@H]([NH2+]1)COc1cccnc1
4181	ZINC03805768	ACRHBAYQBXXRTO-OAQYLSRUSA-O	C[NH+](CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)CC3CC4=CC(=C(C=C34)OC)OC
4182	ZINC03805769	UAWXGRJVZSAUSZ-UHFFFAOYSA-M	CC1(CC2=C(C(=C(N2C1)CC(=O)[O-])C3=CC=C(C=C3)Cl)C4=CC=CC=C4)C
4183	ZINC03806063	PNCPYILNMDWPEY-QGZVFWFLSA-O	OCCCN1CCc2c1c(cc(c2)C[C@H]([NH2+]CCOc1ccccc1OCC(F)(F)F)C)C(=O)N
4184	ZINC03806104	COKMIXFXJJXBQG-NRFANRHFSA-N	CCCCS(=O)(=O)N[C@H](C(=O)[O-])Cc1ccc(cc1)OCCCCC1CC[NH2+]CC1
4185	ZINC03806239	YEUSLPIIQGZHQB-UHFFFAOYSA-P	C1=CC(=CC(=C1)CCSC(=[NH2+])N)CCSC(=[NH2+])N
4186	ZINC03806245	VFIZBHJTOHUOEK-UHFFFAOYSA-O	CCSC(=N)[NH3+]
4187	ZINC03806262	FPVKHBSQESCIEP-JQCXWYLXSA-N	C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O
4188	ZINC03806721	OROGSEYTTFOCAN-DNJOTXNNSA-O	C[NH+]1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O
4189	ZINC03806914	OUZJMSBCLSBRRD-CPCISQLKSA-O	O[C@@H]1C[C@H](O)c2c(C1)[nH+]c1c(c2N)cccc1
4190	ZINC03806987	HHKAOUMVRGSKLS-UWVGGRQHSA-L	[O-]C(=O)CC[C@@H](C(=O)[O-])NC(=O)c1ccc(s1)CC[C@H]1CNc2c(S1)c(=O)[nH]c(n2)N
4191	ZINC03807172	KXNPVXPOPUZYGB-XYVMCAHJSA-N	C[C@@H]1CCN([C@H](C1)C(=O)[O-])C(=O)[C@@H](NS(=O)(=O)c1cccc2c1NC[C@@H](C2)C)CCCNC(=[NH2+])N
4192	ZINC03807246	XXTWZTPVNIYSJZ-XMMPIXPASA-O	C1CCN(CC1)C(=O)C(CC2=CC=C(C=C2)C(=N)[NH3+])NC(=O)CNS(=O)(=O)C3=CC4=CC=CC=C4C=C3
4193	ZINC03807663	ZQOUZQXHFNHWPT-MRVPVSSYSA-O	COc1ccc2c(c1)c1C[C@H]([NH3+])CCc1[nH]2
4194	ZINC03807687	ICULFJDHZQTNRB-HOTGVXAUSA-N	C1CC(N(C1)C(=O)C2CCCN2C(=O)NCC3=CC=CC=C3)C(=O)CO
4195	ZINC03807804	VNFPBHJOKIVQEB-UHFFFAOYSA-N	C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
4196	ZINC03807917	FMGSKLZLMKYGDP-USOAJAOKSA-N	CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)O)C
4197	ZINC03808299	HOGVTUZUJGHKPL-HTVVRFAVSA-N	CN1c2c3c(cn(c3ncn2)[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)C(=N1)N
4198	ZINC03808386	HGDRLKMEWSBKRS-NSQUJUQBSA-M	[O-]C(=O)C[C@]1(O)CCC[C@@H](C1)/C=C/[C@@H](CCCCc1ccccc1)O
4199	ZINC03808881	HVQPRKAGYIETEV-RQJHMYQMSA-N	CCC1COC(CN1)CC(=O)O
4200	ZINC03808883	RAROPAIUQLACLV-WDSKDSINSA-N	[O-]C(=O)C[C@H]1C[NH2+][C@H](CO1)C
4201	ZINC03809190	SKYWIMYOGAWOMB-IRXDYDNUSA-O	NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)c1ccc2c(c1O)cccc2)CCCNC(=[NH2+])N
4202	ZINC03809192	YMARZQAQMVYCKC-OEMFJLHTSA-N	CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N
4203	ZINC03809198	HTODIQZHVCHVGM-JTQLQIEISA-O	Fc1ccc(c2c1CCC2)OC[C@@H]1C[NH2+]CCO1
4204	ZINC03809416	WBWFIUAVMCNYPG-BQYQJAHWSA-N	CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)C=CC3=CC(=CC=C3)Cl
4205	ZINC03809445	FCDRFVCGMLUYPG-ROUUACIJSA-O	FC(c1cc(CO[C@H]2CCC[NH2+][C@H]2c2ccccc2)cc(c1)C(F)(F)F)(F)F
4206	ZINC03809579	YGUVFPOGHIKVPP-MUUNZHRXSA-N	CN(C)C(=O)N1C=C(C2=C1C=C(C=C2)C3=CC=C(C=C3)F)C(=O)C4=C5CSC(N5C=C4)C6=CN=CC=C6
4207	ZINC03809801	LVRLSYPNFFBYCZ-VGWMRTNUSA-M	C1CC(N2C(C1)SCCC(C2=O)NC(=O)C(CC3=CC=CC=C3)S)C(=O)[O-]
4208	ZINC03809850	LGEQQWMQCRIYKG-DOFZRALJSA-N	CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCCO
4209	ZINC03810035	PBHOCZFMSDAQCK-UHFFFAOYSA-O	C1C[NH+](CCC1OC(C2=CC=CC=C2)C3=CC=CC=C3)CCCC4=NN=N[N-]4
4210	ZINC03810797	MHPMXTGKTXJIDI-IBGZPJMESA-O	COc1cccc2c1CCC[C@H]2C[NH+](CCc1ccc2c(c1)occ2)C
4211	ZINC03810860	OLNTVTPDXPETLC-XPWALMASSA-N	C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O
4212	ZINC03810905	YDZYKNJZCVIKPP-VWLOTQADSA-N	CC(C)(C)C(=O)CN1C2=CC=CC=C2C(=NC(C1=O)NC(=O)NC3=CC(=CC=C3)NC)C4=CC=CC=N4
4213	ZINC03811314	KUWBXRGRMQZCSS-HSZRJFAPSA-O	O=C([C@H](NC(=O)C(c1ccccc1)c1ccccc1)CCCNC(=[NH2+])N)NCc1ccc(cc1)O
4214	ZINC03811810	HUJXGQILHAUCCV-MOROJQBDSA-N	CNC(=O)C1C(C(C(O1)N2C=NC3=C2N=CN=C3NCC4=CC(=CC=C4)I)O)O
4215	ZINC03812144	MOTJMGVDPWRKOC-QPVYNBJUSA-N	CCCCN(C(=O)C[NH+]1C[C@@H]([C@H]([C@@H]1c1ccc(cc1)OC)C(=O)[O-])c1ccc2c(c1)OCO2)CCCC
4216	ZINC03812168	ZCBUQCWBWNUWSU-SFHVURJKSA-O	C[NH+](C)CC1CCN2C=C(C3=CC=CC=C32)C4=C(C5=CN(CCO1)C6=CC=CC=C65)C(=O)NC4=O
4217	ZINC03812304	FWRIGQASSHUNQU-IRXDYDNUSA-N	COC(C1CCCN1C(=O)C2CCCN2C(=O)OCC3=CC=CC=C3)OC
4218	ZINC03812548	WNUQCGWXPNGORO-NRFANRHFSA-O	NS(=O)(=O)c1ccc(cc1)N1CC[NH+](CC1)CC[C@@H]1OCCc2c1cccc2
4219	ZINC03812841	PCZOHLXUXFIOCF-BXMDZJJMSA-N	CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C
4220	ZINC03812851	LZFZMUMEGBBDTC-QEJZJMRPSA-M	CC(C(=O)N1CCCC1C(=O)[O-])[NH2+]C(CCC2=CC=CC=C2)C(=O)[O-]
4221	ZINC03812863	RLAWWYSOJDYHDC-BZSNNMDCSA-N	C1CC(N(C1)C(=O)C(CCCC[NH3+])[NH2+]C(CCC2=CC=CC=C2)C(=O)[O-])C(=O)[O-]
4222	ZINC03812888	SGTNSNPWRIOYBX-HHHXNRCGSA-O	CC(C)C(CCC[NH+](C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
4223	ZINC03812892	GUGOEEXESWIERI-PMERELPUSA-O	CC(C)(C)C1=CC=C(C=C1)C(CCC[NH+]2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
4224	ZINC03812915	XQLWNAFCTODIRK-MUUNZHRXSA-O	COc1ccc(cc1OC)CC[NH+](CCC[C@](c1cc(OC)c(c(c1)OC)OC)(C(C)C)C#N)C
4225	ZINC03812918	UIEATEWHFDRYRU-XMMPIXPASA-O	CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)[NH+]3CCCC3
4226	ZINC03812923	XNJVQGKBPMUDCY-UHFFFAOYSA-O	COc1cc(ccc1Nc1c2ccccc2[nH+]c2c1cccc2)[N-]S(=O)(=O)C
4227	ZINC03812958	OCAPBUJLXMYKEJ-QFIPXVFZSA-O	C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)[N+]4=CNC=C4
4228	ZINC03812975	WZHJKEUHNJHDLS-QTGUNEKASA-O	C[NH+]1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5
4229	ZINC03812983	BQJCRHHNABKAKU-KBQPJGBKSA-O	O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2[NH+](CC3)C)ccc1O
4230	ZINC03812984	JAQUASYNZVUNQP-USXIJHARSA-O	Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)[NH+](CC1)C
4231	ZINC03812988	IFKLAQQSCNILHL-QHAWAJNXSA-O	C1CCC2(C3CC4=C(C2(C1)CC[NH+]3CC5CCC5)C=C(C=C4)O)O
4232	ZINC03812994	PPTYJKAXVCCBDU-UHFFFAOYSA-N	CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F
4233	ZINC03813003	DGBIGWXXNGSACT-UHFFFAOYSA-N	[O-][N+](=O)c1ccc2NC(=O)CN=C(c3ccccc3Cl)c2c1
4234	ZINC03813010	ODKNJVUHOIMIIZ-RRKCRQDMSA-N	C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O
4235	ZINC03813042	BZKPWHYZMXOIDC-UHFFFAOYSA-N	CC(=O)NC1=NN=C(S1)S(=O)(=O)N
4236	ZINC03813088	GMVPRGQOIOIIMI-DWKJAMRDSA-M	CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)[O-])O)O
4237	ZINC03813507	QVDJMLQSYRSZKC-UPVQGACJSA-N	C1=CC=C(C=C1)CC(C(=O)NC(CC2=CC=C(C=C2)O)C=O)NC(=O)OCC3=CC=CC=C3
4238	ZINC03813524	PLWROONZUDKYKG-DOFZRALJSA-N	CCCCCC=CCC=CCC=CCC=CCCCC(=O)C(F)(F)F
4239	ZINC03813668	QPYJXFZUIJOGNX-HSUXUTPPSA-O	C1C(C(C(C[NH2+]1)O)O)CO
4240	ZINC03814167	HYIXVZHJZDSDBA-LURJTMIESA-M	SCCC(=O)N1CCC[C@H]1C(=O)[O-]
4241	ZINC03814177	BSHDUMDXSRLRBI-JOYOIKCWSA-M	SCCC(=O)N1[C@@H](CS[C@@H]1c1ccccc1O)C(=O)[O-]
4242	ZINC03814179	XYVFGQVIZOKXTN-KCJUWKMLSA-M	SC[C@H](C(=O)N1[C@@H](Cc2c1cccc2)C(=O)[O-])C
4243	ZINC03814184	MADRIHWFJGRSBP-ROUUACIJSA-M	C1CC2=CC=CC=C2N(C(=O)C1[NH2+]C(CCC3=CC=CC=C3)C(=O)[O-])CC(=O)[O-]
4244	ZINC03814201	ZAEXMNKDGJNLTA-UHFFFAOYSA-N	C[N+](C)(CC=C)C1=CC=C(C=C1)CCC(=O)CCC2=CC=C(C=C2)[N+](C)(C)CC=C
4245	ZINC03814291	UGTUAFCYSWJIHS-YKSBVNFPSA-O	COc1cc2c(cc1OC)C[C@H]([C@@H]2O)CC1CC[NH+](CC1)Cc1ccccc1
4246	ZINC03814297	JWHINRCANJWPCL-ZYHUDNBSSA-N	CCCCCCC(C(C)O)N1C=C(N=C1)C(=O)N
4247	ZINC03814313	NVUDDRWKCUAERS-PNHWDRBUSA-O	OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1[nH+]ccc2N
4248	ZINC03814314	MRWXACSTFXYYMV-FDDDBJFASA-N	OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2
4249	ZINC03814316	GVSGUDGNTHCZHI-KQYNXXCUSA-O	C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)C[NH3+])O)O
4250	ZINC03814318	OHEMBWZZEKCBAS-UUOKFMHZSA-N	C1=NC(=C(C(=N1)NC2C(C(C(O2)CO)O)O)[N+](=O)[O-])N
4251	ZINC03814360	NVKAWKQGWWIWPM-ABEVXSGRSA-N	CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C
4252	ZINC03814408	QFFCYTLOTYIJMR-XMGTWHOFSA-N	CCC(=O)C1(CCC2C1(CCC3=C4CCC(=O)C=C4CCC23)C)C
4253	ZINC03814410	QOZFCKXEVSGWGS-ZHIYBZGJSA-N	CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4O)O
4254	ZINC03814419	QGQUHXSBTSDAML-XGXHKTLJSA-N	CC12CCC3C4CCC(=O)CC4=CCC3C1CCC2(C#C)O
4255	ZINC03814420	CCCIJQPRIXGQOE-XWSJACJDSA-N	CC1(CCC2C1(C=CC3=C4CCC(=O)C=C4CCC23)C)O
4256	ZINC03814423	UWFYSQMTEOIJJG-FDTZYFLXSA-N	CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C
4257	ZINC03814434	HKSZLNNOFSGOKW-FYTWVXJKSA-O	C[NH2+][C@@H]1C[C@H]2O[C@]([C@@H]1OC)(C)n1c3ccccc3c3c1c1n2c2ccccc2c1c1c3CNC1=O
4258	ZINC03814479	DGWXOLHKVGDQLN-UHFFFAOYSA-N	Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1
4259	ZINC03814480	PBOQNHCRSUQSCP-UHFFFAOYSA-N	CCCNC(=O)C1=CC(=C(C(=C1)O)O)O
4260	ZINC03814891	JHAGNGFBQHOFEL-LLVKDONJSA-O	Nc1nc(N)[nH+]c2c1C[C@H](CC2)Cc1ccccc1
4261	ZINC03815034	IZQHULBHKPGOAP-UHFFFAOYSA-N	Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
4262	ZINC03815313	GRSMJKZUNQCQJN-UHFFFAOYSA-N	CC(C)C1=CC=C(C=C1)NC2=C(C=NC3=CC(=C(C=C32)OC)OC)C#N
4263	ZINC03815386	GHYKYLGHIXGESB-UHFFFAOYSA-N	C1=CC=C2C(=C1)C(=NC=N2)OC3=CC(=CC=C3)Br
4264	ZINC03815417	MTMZZIPTQITGCY-OLGWUGKESA-N	CC12CC(C3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O)OC
4265	ZINC03815419	DILDHNKDVHLEQB-XSSYPUMDSA-N	C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(O)cc34)[C@@H]1CC[C@@H]2O
4266	ZINC03815485	JNDVEAXZWJIOKB-JYRVWZFOSA-M	[O-]C(=O)CCc1c([nH]cc1C)/C=C/1\C(=O)Nc2c1cccc2
4267	ZINC03815700	CDMGBJANTYXAIV-HHHXNRCGSA-N	CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F
4268	ZINC03815794	KLJLVCKIKCKKEA-UHFFFAOYSA-N	COC1=CC2=C(C=C1)N(C=N2)C3=CC=C(C=C3)N
4269	ZINC03815799	VATOEEFYHKVJSC-UHFFFAOYSA-N	COC(=O)C1=CC2=C(C=C1)N(C=N2)C3=CC=CC=C3
4270	ZINC03815800	ICGWRCQHSKESFC-UHFFFAOYSA-N	CC(=O)C1=CC2=C(C=C1)N(C=N2)C3=CC=CC=C3
4271	ZINC03815899	MWULMTACIBZPGN-UHFFFAOYSA-O	COc1cc(ccc1OCC[NH+]1CCCC1)n1cnc2c(c1=O)sc(c2)c1ccc(cc1)Cl
4272	ZINC03815901	UXGJAOIJSROTTN-UHFFFAOYSA-N	C1=CC(=CC=C1C2=NC3=C(N2)C=C(C=C3)C(=O)N)OC4=CC=C(C=C4)Cl
4273	ZINC03815953	FLTYDFYSVZBKOB-UHFFFAOYSA-M	CN1C2=C(C=C(C=C2)C#CCC3=CC=CC=C3)C(=O)N(C1=O)CC4=CC=C(C=C4)C(=O)[O-]
4274	ZINC03816089	FLDBYCWLLZBWSE-UHFFFAOYSA-N	CC(C)(C)CC(=O)Nc1ccc2c(c1)cc(C(=O)Nc3ccccc3)n2Cc4ccccc4F
4275	ZINC03816287	RITAVMQDGBJQJZ-FMIVXFBMSA-N	CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)C=CC4=CC=CC=N4
4276	ZINC03816292	WOSKHXYHFSIKNG-UHFFFAOYSA-N	COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl
4277	ZINC03816310	PIQCTGMSNWUMAF-UHFFFAOYSA-O	C[NH+]1CCN(CC1)c1ccc2c(c1)[nH]c(n2)c1c(=O)[nH]c2c(c1N)c(F)ccc2
4278	ZINC03816330	NCXBPZJQQSNIRA-UHFFFAOYSA-N	C1CCN(CC1)NC(=O)C2=NN(C3=C2CCCC4=C3C=CC(=C4)Cl)C5=C(C=C(C=C5)Cl)Cl
4279	ZINC03816332	ZQAQXZBSGZUUNL-UHFFFAOYSA-N	CNC1=CC=C(C=C1)C2=NC3=C(S2)C=C(C=C3)O
4280	ZINC03816408	SCTZUZTYRMOMKT-UHFFFAOYSA-N	C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)(C3=CC=C(C=C3)F)C(=O)N
4281	ZINC03816409	OUSFTKFNBAZUKL-UHFFFAOYSA-O	CC(C)(C)C1=CN=C(O1)CSC2=CN=C(S2)NC(=O)C3CC[NH2+]CC3
4282	ZINC03816417	KGKDDSYRBQOMLE-UHFFFAOYSA-N	O=C(NC1CCCCC1)Oc2cccc(c2)c3ccccc3
4283	ZINC03816519	SNNNDCMXZYWCCI-UHFFFAOYSA-N	C1=CC(=CC=C1C2=CC3=C(O2)C=CC(=C3)O)O
4284	ZINC03816551	RYBOXBBYCVOYNO-UHFFFAOYSA-O	C1=CC=C2C(=C1)C(=CN2S(=O)(=O)C3=C(N=C4N3C=CS4)Cl)CC[NH3+]
4285	ZINC03816583	QGFPXWPVMTWSAE-UHFFFAOYSA-N	CC(C)(C)C1=CC=C(C=C1)CNC(=S)NCC2=CC(=C(C=C2)NS(=O)(=O)C)OC
4286	ZINC03816584	KOYWYKGPFQMBJQ-QFIPXVFZSA-N	S=C(NCc1ccc(cc1)[N-]S(=O)(=O)C)NC[C@H](Cc1ccc(c(c1)C)C)COC(=O)C(C)(C)C
4287	ZINC03816587	MQLACMBJVPINKE-UHFFFAOYSA-N	COC1=C(C=C(C=C1)C=C2C3=CC=CC=C3C(=O)C4=CC=CC=C42)O
